Date ,Company,Category,Aircraft,Location,Description,
7/28/15,Soundview Aerial Photography,"Agriculture, Real Estate, Photo/Film, Construction, Conservation, Education",DJI Inspire 1,WA,"Aerial surveying, remote sensing, agricultural support, photography, filmmaking, inspections, monitoring, and educational and research operations.",
7/28/15,Crosswind Films LLC,"Real Estate, Construction, Photo/Film","DJI Phantom 2 Vision+, DJI Inspire 1",AK,"Aerial filming utilizing video and still images of: Real Estate Properties for sale, structures for mechanical and structural integrity, filming of commercial structures and activities for advertising purposes, as well as natural scenery and layouts for aerial mapping and enjoyment.",
7/28/15,Martin Lachance,"Photo/Film, Real Estate","DJI Flamewheel F550, 3D Robotics Iris",NY,"Aerial photography, videography, and cinematography.",
7/28/15,HD Mapping LLC,"Photo/Film, Utilities/Energy/Infrastructure, Conservation, Education",3D Robotics X8‰ÛÒM,NY,"DJI Phantom 2, DJI S900",
7/28/15,Easy Drive,"Utilities/Energy/Infrastructure, Agriculture",Aeryon Skyranger,TX,"Inspection of sensitive infrastructure including oil and gas pipelines and flare stacks, power lines and towers, wind turbines, and surveying tasks such as precision agriculture, mining, transportation, and forestry.",
7/28/15,Martin L Smith,"Construction, Photo/Film, Education",DJI Phantom 2,MO,Engineered structures and engineering projects. Photography and videography. Increase public knowledge of UAS and promote safe UAS operations.,
7/28/15,Aerial Real Estate Photography,Real Estate,DJI Phantom 2,TX,Aerial videography and cinematography.,
7/28/15,Bryan Pearson,"Real Estate, Photo/Film",DJI Inspire 1,GA,"Residential and commercial real estate, as well as artistic still photography.",
7/28/15,Greyhawk Group LLC dba GooseView Technologies,"Agriculture, Utilities/Energy/Infrastructure, Real Estate, Photo/Film ","3D Robotics IRIS+, 3D Robotics X8+, 3D Robotics Solo",PA,"Aerial survey / mapping. Aerial Infrared surveys of physical plant, assets, infrastructure, solar panels, structures, construction. Aerial photo and video surveys of physical plant, assets, infrastructure, solar panels, structures. Real Estate & marketing promotion (non-closed set). Aerial videography and photography. Agricultural surveys. Research and environmental monitoring.",
7/28/15,Aerialnomics LLC,"Real Estate, Agriculture, Construction, Photo/Film, Emergency Services","DJI Phantom 2 Vision+, Tarot 680pro",MO,"Aerial photography, videography, and UAS training.",
7/28/15,Drew Van Duren,"Real Estate, Scientific Studies",DJI Phantom 2 Vision+,CA,Aerial photography for real estate and aeronautical engineering operations.,
7/28/15,Caleb Alan McDow LLC,Real Estate,"DJI Phantom 2 Vision+, DJI Inspire 1",FL,"Aerial photography and videography services for promotional videos,real estate, marketing for agricultura, residential, and commercial property, and inspections of building exteriors.",
7/28/15,Bird's Eye View Photography,Real Estate,DJI Phantom 2,CO,Real estate photography and videography.,
7/28/15,Sclera Digital Inc,Photo/Film,DJI Inspire 1,CA,Closed-set filming for the motion picture and television industry.,
7/28/15,Round Top Drones LLC,Photo/Film,DJI Phantom 2 Vision+,TX,Aerial cinematography and photography.,
7/28/15,Skycatch Inc,"Manufacturer, Construction",Skycatch,CA,"Inspect, photograph, and collect data on hard to get to areas that otherwise would require worker inspection or are inaccessible.",
7/28/15,Heli Watch Inc,Photo/Film,"DJI Phantom, DJI S900",CA,Aerial videography and photography services.,
7/28/15,FP AeroSolutions LLC,"Real Estate, Construction",Phantom 2 Vision+,ND,"Aerial photography and videography services will be offered to homeowners, realtors, builders, contractors, and/or inspectors for use in, but not limited to, real estate marketing and safer inspections of home and building exteriors.",
7/28/15,Justin Harvey,"Photo/Film, Conservation, Government Contracting",DJI Phantom 3,TX,"Aerial photography/Inspection/ included but not limited to the following Business Operations: over land, waterways, and oceans operation over/in non-restricted National Parks, National Forests, flight in non-navigable airspace, using non intrusive recording devices.",
7/28/15,Marcus Mariner,"Construction, Real Estate","DJI F450, DJI F550",FL,"Construction sites before, after and during. Appraisals. Real-estate marketing. Aerial acquisitions used for inspections of public and private structures.",
7/28/15,NW Aerial LLC,"Agriculture, Real Estate, Education",DJI Phantom 2 Vision+,WA,Assist farmers in determining problem crop areas. Real estate and private property aerial photography. Increase public knowledge of UAS and promote safe UAS operations.,
7/28/15,David Floyd and Associates Surveying and Mapping dba Floyd Surveying,"Construction, Real Estate","DJI Professional S900, DJI Phantom 2",CA,Professional aerial land surveying and geospatial services.,
7/28/15,William B Adams,"Education, Photo/Film, Real Estate ",DJI Phantom 3,MI,"Academic community awareness, benefit/stimulate tourism within Michigan, general aerial photography, and to enhance real estate listing videos for homeowners.",
7/29/15,"GeoDrone Robotics, LLC","Photo/Film, Education, Construction",DJI Inspire 1,VA,"Surveying, aerial photography, videography, inspection, and training.",
7/29/15,Uneek Perspective,"Photo/Film, Education, Emergency","Yuneec Q500 Typhoon, DJI Inspire 1",IL,"Aerial photography, videography, inspection, search and rescue, mapping, and training.",
7/29/15,"5280 Drone Photography, LLC        ","Photo/Film, Education, Emergency, Construction", DJI Phantom Vision+,CO,"Aerial photography and video, aerial inspection, search and rescue, and training.",
7/29/15,"Wayne Williams Studio, LLC","Photo/Film, Agriculture, Construction",DJI Inspire 1,CA,"Aerial photography, cinematography, videography, mapping, crop survey, and inspections.",
7/29/15,"John Daza, PE","Government Contracting, Agriculture, Scientific Studies, Utilities/Energy/Infrastructure",DJI Phantom 2 Vision,NY,"Aerial acquisitions and research in support of government entities, agriculture, scientific studies, railroad industry, and the oil and gas industries.",
7/29/15,"Elevated Media Concepts, Inc.",Photo/Film,DJI Inspire 1,MD,"Aerial photography, cinematography, inspections, and videography.",
7/29/15,Unmanned Services Inc.,"Education, Photo/Film, Utilities/Energy/Infrastructure, Emergency Services, Real Estate, Construction","DJI Phantom 2, DJI Phantom 2 Vision +, DJI S1000",KY,"Mapping, education and research, wildlife and forestry operations, disaster response, civil engineering, rail and road inspection, telecommunications infrastructure inspections, utility and energy systems inspections, agricultural surveys, livestock management, filmaking and photography, constructions site inspections, pipeline inspections, real estate, event security and crowd management, aerial imagery evidence for property insurance claims.",
7/29/15,Ben DeHaven,Real Estate,DJI Phantom 2,FL,Aerial imaging and video of Louisville Landmarks and homes for sale.,
7/29/15,Eye in the Sky Memories,"Real Estate, Education","DJI Phantom 2 Vision +, DJI Phantom 3",TN,"Flight training, education, real estate.",
7/29/15,Randall Esulto,"Real Estate, Photo/Film, Emergency Services",DJI Phantom 2 Vision+,NJ,"Aerial photography and video for real estate, architecture, land surveying, engineering, television, public events, cinvematography, newsgathering, search and rescue and disaster response.     ",
7/29/15,Brian M. Owens        ,"Real Estate, Photo/Film, Emergency Services","Blade 350QX3 AP, DJI Phantom 2 Vision Plus, DJI Inspire",UT,"Aerial photography and video for real estate, architecture, land surveying, engineering, television, public events, cinvematography, newsgathering, search and rescue and disaster response.     ",
7/29/15,Faris Enterprises LLC dba Eastern Drones,Real Estate,Yuneec Q500 Typhoon,CT,Aerial photography and surveying for real estate.,
7/29/15,"Firestorm Emergency Services, Ltd.",Emergency Services,DJI Spreading Wings 1000+,WA,Emergency services.,
7/29/15,"GeoWing Mapping, Inc","Government Contracting, Agriculture, Scientific Studies, Utilities/Energy/Infrastructure","Altavian Nova F6500, DJI Phantom 2 Vision+, DJI Phantom 3, DJI Inspire 1, DJI Spreading Wings S900, DJI Spreading Wings S1000, DJI Spreading Wings S1000+",CA,"Aerial acquisitions and research in support of government entities, agriculture, scientific studies, wildlife monitoring, forestry, and the oil and gas industries.",
7/29/15,Littlebirds VIEW,"Construction, Conservation","Littlebirds VIEW X‰öÕ10, DJI Inspire 1",NC,"Aerial acquisitions of imagery in support of construction progress, production, and forestry survey.",
7/30/15,Dronenautix LLC,"Real Estate, Construction",3D Robotics IRIS+,CA,"Aerial photography and videography for construction, real estate, architectural engineering, and the hospitality industry.",
7/30/15,OConnor Aerial Videos Editing LLC,"Photo/Film, Real Estate","DJI Phantom 2, DJI Phantom 3 Professional",FL,"Aerial videos, photography, mapping, and survey for TV and Film productions, real estate marketing, and for high resolution aerial mapping survey data collection.",
7/30/15,Alaska Channel,"Photo/Film, Real Estate, Construction, Utilities/Energy/Infrastructure",DJI S800 EVO,AK,"Aerial cinematography, real estate photography, and monitoring of secured and controlled environments with respect to construction sites, transmission towers, other similar industrial elevated structures.",
7/30/15,Richard Boyle dba Sky Eye View        ,"Photo/Film, Real Estate",DJI S1000,PA,Aerial photography and videography for small business and individual real estate listing videos.,
7/30/15,Hawk Aerial Solutions        ,"Photo/film, Agriculture, Construction, Real Estate","DJI Phantom 2, DJI Inspire 1",CO,"Aerial photography, cinematography, videography, mapping, crop survey, and inspections, real estate.",
7/30/15,Kenny McLean,"Photo/Film, Agriculture, Construction","DJI Inspire 1, DJI Phantom 2 Vision",SC,"Aerial photography, cinematography, photogrammetry, mapping, crop surveying, and inspections",
7/30/15,GPServ Inc,Agriculture,"Trimble UX5, Trimble UX5 hp",FL,Aerial surveys and perform aerial data collection for agriculture.,
7/30/15,Eagle Eye Aviation,"Photo/Film, Conservation, Emergency Services",DJI Inspire 1,AK,"Aerial photography and videography for aesthetic displays, industrial and wild life surveys, descriptive perspectives, real estate, marketing, and business promotion, emergency contingency response planning, primarily in Alaska, California, Washington, Hawaii and Florida.",
7/30/15,Greenman Pedersen Inc,Utilities/Energy/Infrastructure,DJI Phantom 2 Vision+,FL,Aerial photogrammetric mapping and topographic surveys for engineering inspection of transportation and building infrastructure projects and associated market research.,
7/30/15,My Drone Video,Photo/Film,"DJI Phantom 2 Vision, Parrot PF 725100 Bebop",OH,Aerial videography,
7/30/15,Russell Hanson,"Photo/Film, Real Estate, Construction, Utilities/Energy/Infrastructure",DJI Phantom 2 Vision+,NY,"Aerial video, photography, research, film production, inspections, and increase of public knowledge, video of construction sites, real estate, special events, film sets, and landscape.",
7/30/15,"GrandView Services, LLC        ",Utilities/Energy/Infrastructure,3D Robotics Iris+,CA,"High resolution digital modeling and surveying in the applications of civil and geotechnical engineering, environmental management, and infrastructure asset management and maintenance.",
7/30/15,"Shot From Above, LLC",Photo/Film,DJI S1000+,FL,Aerial photography for the motion picture and television industry,
7/31/15,TVP Litigation Support Inc,"Photo/Film, Real Estate", DJI Inspire 1,FL,"Inspection, documentation, videography, and photography, and to create short videos for marketing purposes. The subjects of the marketing videos would be locations such as landscape designs, commercial real estate, non commercial real estate, and wedding activites.",
7/31/15,Brandon Arant,"Photo/Film, Agriculture, Construction",DJI Phantom 3,CA,"Aerial photography, cinematography, videography, mapping, crop surveying, and inspections.",
