parent,parent_id,Item,item_id,child,"Less than $5,000","$5,000 to $9,999","$10,000 to $14,999","$15,000 to $19,999","$20,000 to $29,999","$30,000 to $39,999","$40,000 to $49,999","$50,000 to $69,999","$70,000 and more"
Medical services,medical-services,Repair of medical equipment*,repair-of-medical-equipment,child,b/,b/,b/,b/,1.17,b/,b/,b/,b/
Medical services,medical-services,Other medical care services,other-medical-care-services,child,2.86,4.19,4.91,4.57,13.79,11.91,33.29,34.88,23.28
,,,,,,,,,,,,,
Healthcare,healthcare,Drugs,drugs,,262.82,184.41,288.2,398.06,413.21,455.71,415.3,520.46,639.4
,,,,,,,,,,,,,
Drugs,drugs,Nonprescription drugs*,nonprescription-drugs,child,52.97,37.83,45.94,61.3,82.93,83.26,95.83,95.83,139.85
Drugs,drugs,Nonprescription vitamins*,nonprescription-vitamins,child,58.51,28.29,32.63,46.04,36.94,29.78,46.11,45.22,85.85
Drugs,drugs,Prescription drugs,prescription-drugs,child,151.34,118.29,209.63,290.72,293.33,342.68,273.35,379.41,413.71
,,,,,,,,,,,,,
Healthcare,healthcare,Medical supplies,medical-supplies,,52.66,67.36,50.49,112.62,98.27,122.35,116.09,162.66,217.63
,,,,,,,,,,,,,
Medical supplies,medical-supplies,Eyeglasses and contact lenses,eyeglasses-and-contact-lenses,child,20.21,33.6,21.98,52.01,42.46,53.14,47.37,75.95,125.7
Medical supplies,medical-supplies,Hearing aids,hearing-aids,child,-1.16,10.22,0.23,16.07,17.39,26.65,8.71,41.17,14.81
Medical supplies,medical-supplies,Topicals and dressings*,topicals-and-dressings,child,26.87,16.51,18.33,23.88,31.91,33.81,41.56,38.27,58.71
Medical supplies,medical-supplies,Adult diapers,adult-diapers,child,3.62,4.89,2.97,3.9,1.56,2.09,1.87,2.09,4.04
Medical supplies,medical-supplies,Medical equipment for general use,medical-equipment-for-general-use,child,2.04,1.44,2.57,10.1,1.61,1.08,2.29,1.62,4.13
Medical supplies,medical-supplies,Supportive and convalescent medical equipment,supportive-and-convalescent-medical-equipment,child,1.09,0.71,4.13,4.19,1.9,3.49,12.24,2.52,8.5
Medical supplies,medical-supplies,Rental of medical equipment,rental-of-medical-equipment,child,b/,b/,0.14,1.08,0.49,0.03,1.18,0.52,0.88
Medical supplies,medical-supplies,"Rental of supportive, convalescent medical equipment",rental-of-supportive-convalescent-medical-equipment,child,b/,b/,0.13,1.41,0.93,2.07,0.87,0.51,0.86
,,,,,,,,,,,,,
Expenditures,expenditures,Entertainment,entertainment,,"1,085.31",991.41,"1,046.64","1,283.70","1,407.18","1,968.69","2,131.49","2,548.41","4,654.91"
,,,,,,,,,,,,,
Entertainment,entertainment,Fees and admissions,fees-and-admissions,,167.04,137.22,164.38,177.55,182.16,274.27,348.81,457.7,"1,358.48"
,,,,,,,,,,,,,
Fees and admissions,fees-and-admissions,"Recreation expenses, out-of-town trips",recreation-expenses-out-of-town-trips,child,4.33,2.76,4.9,6.17,7.84,10.26,10.35,17.09,37.99
Fees and admissions,fees-and-admissions,"Social, recreation, health club membership",social-recreation-health-club-membership,child,52.01,61.34,22,45.64,38.33,70.64,90.78,120.45,329.18
Fees and admissions,fees-and-admissions,Fees for participant sports*,fees-for-participant-sports,child,25.96,2.98,60.66,26.2,37.12,41.27,49.69,57.55,219.74
Fees and admissions,fees-and-admissions,"Participant sports, out-of-town trips",participant-sports-out-of-town-trips,child,1.72,0.18,3.02,4.14,3.15,7.66,9.89,8.83,51.38
Fees and admissions,fees-and-admissions,"Play, theater, opera, concert",play-theater-opera-concert,child,6.64,7.82,8.36,19.46,16.28,26.74,31.7,37.6,91.25
Fees and admissions,fees-and-admissions,"Movies, parks, museums",movies-parks-museums,child,21.81,15.49,17.89,19.36,22.03,30.83,46.14,56.1,110.79
Fees and admissions,fees-and-admissions,"Movie, other admissions, out-of-town trips",movie-other-admissions-out-of-town-trips,child,7.44,13.68,6.22,12.68,22,28.17,32.15,40.51,108.81
Fees and admissions,fees-and-admissions,Admission to sporting events,admission-to-sporting-events,child,13.2,9.25,23.2,15.82,5.56,14.19,24.06,28.51,94.7
Fees and admissions,fees-and-admissions,"Admission to sports events, out-of-town trips",admission-to-sports-events-out-of-town-trips,child,2.48,4.56,2.07,4.23,7.33,9.38,10.7,13.5,36.25
Fees and admissions,fees-and-admissions,Fees for recreational lessons,fees-for-recreational-lessons,child,27.13,16.4,11.17,17.68,14.68,24.87,33,60.48,240.38
Fees and admissions,fees-and-admissions,"Other entertainment services, out-of-town trips",other-entertainment-services-out-of-town-trips,child,4.33,2.76,4.9,6.17,7.84,10.26,10.35,17.09,37.99
,,,,,,,,,,,,,
Entertainment,entertainment,Audio and visual equipment and services,audio-and-visual-equipment-and-services,,577.75,558.18,579.42,715.92,771.24,967.28,965.45,"1,160.71","1,425.35"
,,,,,,,,,,,,,
Audio and visual equipment and services,audio-and-visual-equipment-and-services,"Stereos, radios, speakers, and sound components including those in vehicles",stereos-radios-speakers-and-sound-components-including-those-in-vehicles,child,2.01,3.44,2.18,1.49,4.17,4.92,13.98,14.83,19.26
Audio and visual equipment and services,audio-and-visual-equipment-and-services,Phonographs*,phonographs,child,b/,b/,b/,b/,b/,b/,b/,b/,b/
Audio and visual equipment and services,audio-and-visual-equipment-and-services,Televisions,televisions,child,64.18,51.79,30.22,49.41,54.18,60.35,87.87,85.16,134.14
Audio and visual equipment and services,audio-and-visual-equipment-and-services,Cable and satellite television services,cable-and-satellite-television-services,child,417.1,410.98,478.28,580.39,600.48,672.18,695.79,769.38,925.73
Audio and visual equipment and services,audio-and-visual-equipment-and-services,Miscellaneous sound equipment*,miscellaneous-sound-equipment,child,b/,b/,1.85,6.68,1.3,10.99,6.13,0.19,26.72
Audio and visual equipment and services,audio-and-visual-equipment-and-services,Miscellaneous video equipment*,miscellaneous-video-equipment,child,1.62,12.74,1.9,1.56,1.38,1.87,4.43,11.16,10.03
Audio and visual equipment and services,audio-and-visual-equipment-and-services,Satellite radio service,satellite-radio-service,child,5.97,3.2,7.62,6.75,9.53,12.55,11.17,19.05,21.97
Audio and visual equipment and services,audio-and-visual-equipment-and-services,Sound equipment accessories*,sound-equipment-accessories,child,12.37,6.64,5.26,3.43,2.77,7.3,7.01,62.96,18.85
Audio and visual equipment and services,audio-and-visual-equipment-and-services,Online gaming services,online-gaming-services,child,1.4,3.14,0.96,1.85,1.64,2.15,2.07,3.4,4.45
Audio and visual equipment and services,audio-and-visual-equipment-and-services,VCR's and video disc players,vcr's-and-video-disc-players,child,1.17,2.12,2.09,5.22,4.06,4.83,5.71,7.36,9.44
Audio and visual equipment and services,audio-and-visual-equipment-and-services,Digital media players and recorders*,digital-media-players-and-recorders,child,b/,b/,b/,b/,1.5,b/,b/,1.13,1.24
Audio and visual equipment and services,audio-and-visual-equipment-and-services,"Video cassettes, tapes, and discs*",video-cassettes-tapes-and-discs,child,16.82,2.22,7.98,10.33,13.97,38.39,19.3,28.81,35.97
Audio and visual equipment and services,audio-and-visual-equipment-and-services,Video game software,video-game-software,child,7.59,8.43,4.35,5.1,9.23,10.23,9.85,12.62,18.14
Audio and visual equipment and services,audio-and-visual-equipment-and-services,Video game hardware and accessories*,video-game-hardware-and-accessories,child,12.68,23.92,7.74,6.94,20.02,83.41,38.81,71.82,59.28
Audio and visual equipment and services,audio-and-visual-equipment-and-services,"Streaming, downloading video",streaming-downloading-video,child,8.27,9.12,7.38,7.63,9.05,10.29,14.19,18.02,30.49
Audio and visual equipment and services,audio-and-visual-equipment-and-services,"Applications, games, ringtones for handheld devices",applications-games-ringtones-for-handheld-devices,child,0.64,0.45,1.25,3.16,0.99,1.5,1.29,1.1,3.34
Audio and visual equipment and services,audio-and-visual-equipment-and-services,"Repair of tv, radio, and sound equipment",repair-of-tv-radio-and-sound-equipment,child,0.21,1.09,0.08,0.44,1.39,4.86,1.64,2.73,3.72
Audio and visual equipment and services,audio-and-visual-equipment-and-services,Rental of televisions,rental-of-televisions,child,b/,b/,1.44,1.69,2.3,0.45,0.2,0.28,b/
Audio and visual equipment and services,audio-and-visual-equipment-and-services,Personal digital audio players,personal-digital-audio-players,child,2.42,1.35,1.27,1.74,1.85,1.22,3.79,2.02,5.13
Audio and visual equipment and services,audio-and-visual-equipment-and-services,Satellite dishes,satellite-dishes,child,0.15,0.12,0.15,0.79,0.52,0.38,0.72,1.09,2.29
Audio and visual equipment and services,audio-and-visual-equipment-and-services,"CDs, records, audio tapes",cds-records-audio-tapes,child,2.04,1.82,3.02,1.78,2.63,5.22,6.45,5.3,16
Audio and visual equipment and services,audio-and-visual-equipment-and-services,"Streaming, downloading audio",streaming-downloading-audio,child,2.88,0.61,1.89,1.26,1.25,1.8,1.64,3.4,6.88
Audio and visual equipment and services,audio-and-visual-equipment-and-services,"Rental of VCR, radio, and sound equipment",rental-of-vcr-radio-and-sound-equipment,child,b/,0.11,b/,0.98,3.31,0.67,b/,b/,0.14
Audio and visual equipment and services,audio-and-visual-equipment-and-services,Musical instruments and accessories,musical-instruments-and-accessories,child,1.21,4.93,4.16,5.49,4.17,14.68,12.74,15.01,35.47
Audio and visual equipment and services,audio-and-visual-equipment-and-services,Rental and repair of musical instruments,rental-and-repair-of-musical-instruments,child,b/,b/,0.18,0.94,0.66,0.57,2.34,0.64,3.01
Audio and visual equipment and services,audio-and-visual-equipment-and-services,"Rental of video cassettes, tapes, films, and discs*",rental-of-video-cassettes-tapes-films-and-discs,child,15.68,8.76,8.16,10.56,18.41,14.47,16.56,22.23,31.69
Audio and visual equipment and services,audio-and-visual-equipment-and-services,Rental of video hardware/accessories,rental-of-video-hardware/accessories,child,0.61,b/,b/,b/,b/,0.03,0.22,b/,b/
Audio and visual equipment and services,audio-and-visual-equipment-and-services,Rental of video software,rental-of-video-software,child,0.74,0.17,0.02,0.3,0.34,0.58,0.29,0.63,1.17
Audio and visual equipment and services,audio-and-visual-equipment-and-services,Installation of televisions,installation-of-televisions,child,b/,1.04,b/,b/,0.09,1.38,0.49,0.41,0.59
Audio and visual equipment and services,audio-and-visual-equipment-and-services,Installation of satellite television equipment,installation-of-satellite-television-equipment,child,b/,b/,b/,b/,b/,b/,b/,b/,b/
Audio and visual equipment and services,audio-and-visual-equipment-and-services,Installation of sound systems,installation-of-sound-systems,child,b/,b/,b/,b/,0.04,b/,0.75,a/,0.04
Audio and visual equipment and services,audio-and-visual-equipment-and-services,Installation of other video equipment or sound systems,installation-of-other-video-equipment-or-sound-systems,child,b/,b/,b/,b/,b/,b/,b/,b/,0.19
,,,,,,,,,,,,,
Entertainment,entertainment,"Pets, toys, hobbies, and playground equipment",pets-toys-hobbies-and-playground-equipment,,259.41,230.6,249.46,334.4,319.45,498.6,524.01,602.14,"1,034.21"
,,,,,,,,,,,,,
"Pets, toys, hobbies, and playground equipment",pets-toys-hobbies-and-playground-equipment,Pets,pets,,178.13,201.29,187.17,278.85,272.01,407.73,374.24,521.16,817.77
,,,,,,,,,,,,,
Pets,pets,Pet food*,pet-food,child,85.84,92.03,106.49,117.65,126.55,173.57,159.36,202.4,266.66
Pets,pets,"Pet purchase, supplies, medicine",pet-purchase-supplies-medicine,child,55.37,48.52,52.41,61.66,85.8,91.35,100.38,134.16,223.97
Pets,pets,Pet services,pet-services,child,12.08,10.36,13.66,13.2,20.13,21.66,31.67,35,88.97
Pets,pets,Vet services*,vet-services,child,24.83,50.38,14.61,86.34,39.52,121.15,82.83,149.59,238.17
,,,,,,,,,,,,,
"Pets, toys, hobbies, and playground equipment",pets-toys-hobbies-and-playground-equipment,"Toys, hobbies, and playground equipment",toys-hobbies-and-playground-equipment,,81.28,29.31,62.29,55.55,47.44,90.87,149.77,80.98,216.44
,,,,,,,,,,,,,
"Toys, hobbies, and playground equipment",toys-hobbies-and-playground-equipment,"Toys, games, arts and crafts, and tricycles*",toys-games-arts-and-crafts-and-tricycles,child,75.61,28.9,62.11,54.46,44.53,87.59,143.67,77.81,204
"Toys, hobbies, and playground equipment",toys-hobbies-and-playground-equipment,Stamp and coin collecting,stamp-and-coin-collecting,child,2.65,0.21,0.09,1.09,0.82,1.45,2.7,1.42,5.18
"Toys, hobbies, and playground equipment",toys-hobbies-and-playground-equipment,Playground equipment,playground-equipment,child,3.02,0.2,0.09,b/,2.09,1.83,3.4,1.75,7.25
,,,,,,,,,,,,,
Entertainment,entertainment,"Other entertainment supplies, equipment, and services",other-entertainment-supplies-equipment-and-services,,81.12,65.42,53.38,55.83,134.33,228.54,293.22,327.85,836.87
,,,,,,,,,,,,,
"Other entertainment supplies, equipment, and services",other-entertainment-supplies-equipment-and-services,Unmotored recreational vehicles,unmotored-recreational-vehicles,,1.23,b/,3.1,2.39,0.53,112.13,10.72,135.98,83.77
,,,,,,,,,,,,,
Unmotored recreational vehicles,unmotored-recreational-vehicles,Boat without motor and boat trailers,boat-without-motor-and-boat-trailers,child,1.23,b/,b/,2.39,0.53,1.14,1.63,3.79,12.88
Unmotored recreational vehicles,unmotored-recreational-vehicles,Trailer and other attachable campers,trailer-and-other-attachable-campers,child,b/,b/,3.1,b/,b/,110.99,9.09,132.19,70.89
,,,,,,,,,,,,,
"Other entertainment supplies, equipment, and services",other-entertainment-supplies-equipment-and-services,Motorized recreational vehicles,motorized-recreational-vehicles,,b/,9.67,b/,3.44,11.73,32.63,120.63,12.63,261.08
,,,,,,,,,,,,,
Motorized recreational vehicles,motorized-recreational-vehicles,Purchase of motorized camper,purchase-of-motorized-camper,child,b/,b/,b/,b/,b/,b/,30.81,b/,91.82
Motorized recreational vehicles,motorized-recreational-vehicles,Purchase of other vehicle,purchase-of-other-vehicle,child,b/,b/,b/,b/,11.73,6.31,49.86,12.17,40.5
Motorized recreational vehicles,motorized-recreational-vehicles,Purchase of boat with motor,purchase-of-boat-with-motor,child,b/,9.67,b/,3.44,b/,26.32,39.95,0.47,128.76
,,,,,,,,,,,,,
"Other entertainment supplies, equipment, and services",other-entertainment-supplies-equipment-and-services,Rental of recreational vehicles,rental-of-recreational-vehicles,,18.75,1.16,2.61,1.25,7.26,5.05,5.67,7.65,33.22
,,,,,,,,,,,,,
Rental of recreational vehicles,rental-of-recreational-vehicles,Rental noncamper trailer,rental-noncamper-trailer,child,b/,b/,b/,0.06,b/,0.23,0.55,0.98,0.43
Rental of recreational vehicles,rental-of-recreational-vehicles,Boat and trailer rental out-of-town trips,boat-and-trailer-rental-out-of-town-trips,child,b/,b/,0.04,0.07,0.29,1.06,0.76,0.19,2.92
Rental of recreational vehicles,rental-of-recreational-vehicles,Rental of campers on out-of-town trips,rental-of-campers-on-out-of-town-trips,child,b/,b/,b/,b/,b/,b/,b/,b/,0.43
Rental of recreational vehicles,rental-of-recreational-vehicles,Rental of other vehicles on out-of-town trips,rental-of-other-vehicles-on-out-of-town-trips,child,12.95,1.16,2.57,1.12,2.09,3.67,4.19,4.87,20.48
Rental of recreational vehicles,rental-of-recreational-vehicles,Rental of boat,rental-of-boat,child,b/,b/,b/,b/,0.07,0.1,0.06,0.82,1.28
Rental of recreational vehicles,rental-of-recreational-vehicles,Rental of motorized camper,rental-of-motorized-camper,child,5.69,b/,b/,b/,b/,b/,b/,b/,2.36
Rental of recreational vehicles,rental-of-recreational-vehicles,Rental of other RV's,rental-of-other-rv's,child,0.11,b/,b/,b/,4.81,b/,0.12,0.79,5.31
,,,,,,,,,,,,,
"Other entertainment supplies, equipment, and services",other-entertainment-supplies-equipment-and-services,Outboard motors,outboard-motors,child,b/,b/,b/,3.84,b/,0.59,2.35,1.59,0.49
"Other entertainment supplies, equipment, and services",other-entertainment-supplies-equipment-and-services,Docking and landing fees,docking-and-landing-fees,child,0.07,b/,b/,0.12,2.36,0.63,9.07,1.9,13.9
"Other entertainment supplies, equipment, and services",other-entertainment-supplies-equipment-and-services,"Sports, recreation and exercise equipment",sports-recreation-and-exercise-equipment,,32.13,22.48,35.83,18.53,92.34,46.86,98.17,120.89,277.56
,,,,,,,,,,,,,
"Sports, recreation and exercise equipment",sports-recreation-and-exercise-equipment,"Athletic gear, game tables, and exercise equipment*",athletic-gear-game-tables-and-exercise-equipment,child,12.02,0.25,0.93,1.28,6.74,16.52,41.31,41.13,103.34
"Sports, recreation and exercise equipment",sports-recreation-and-exercise-equipment,Bicycles,bicycles,child,8.02,5.23,8.81,7.24,5.12,7.38,24.47,11.41,39.85
"Sports, recreation and exercise equipment",sports-recreation-and-exercise-equipment,Camping equipment*,camping-equipment,child,1.94,6.95,4.77,2.99,3.24,5.84,7.31,26.66,22.83
"Sports, recreation and exercise equipment",sports-recreation-and-exercise-equipment,Hunting and fishing equipment*,hunting-and-fishing-equipment,child,4.41,6.9,15.18,3.97,74,8.57,8.22,19.89,57.96
"Sports, recreation and exercise equipment",sports-recreation-and-exercise-equipment,Winter sports equipment,winter-sports-equipment,child,4.37,1.05,0.54,1.65,1.94,1.34,1.19,3.19,9.37
"Sports, recreation and exercise equipment",sports-recreation-and-exercise-equipment,Water sports equipment,water-sports-equipment,child,0.26,0.44,0.7,0.2,0.4,1.78,0.98,1.46,12.46
"Sports, recreation and exercise equipment",sports-recreation-and-exercise-equipment,Other sports equipment,other-sports-equipment,child,1.1,0.56,4.87,1.03,0.83,4.08,14.11,9.03,13.22
"Sports, recreation and exercise equipment",sports-recreation-and-exercise-equipment,Global positioning system devices*,global-positioning-system-devices,child,b/,b/,b/,b/,b/,b/,b/,6.46,14.19
"Sports, recreation and exercise equipment",sports-recreation-and-exercise-equipment,Rental and repair of miscellaneous sports equipment,rental-and-repair-of-miscellaneous-sports-equipment,child,b/,1.11,0.02,0.17,0.07,1.35,0.59,1.66,4.33
,,,,,,,,,,,,,
"Other entertainment supplies, equipment, and services",other-entertainment-supplies-equipment-and-services,"Photographic equipment, supplies and services",photographic-equipment-supplies-and-services,,8.49,12.48,9.4,22.96,16.74,12.98,25.78,29.41,91.49
,,,,,,,,,,,,,
"Photographic equipment, supplies and services",photographic-equipment-supplies-and-services,Film,film,child,0.45,0.09,0.25,0.77,0.34,0.48,0.38,0.83,0.49
"Photographic equipment, supplies and services",photographic-equipment-supplies-and-services,Other photographic supplies*,other-photographic-supplies,child,b/,b/,b/,b/,0.72,b/,b/,b/,b/
"Photographic equipment, supplies and services",photographic-equipment-supplies-and-services,Photo processing,photo-processing,child,1.59,0.96,1.75,1.76,1.81,2.15,3.78,4.47,9.49
"Photographic equipment, supplies and services",photographic-equipment-supplies-and-services,Repair and rental of photographic equipment,repair-and-rental-of-photographic-equipment,child,b/,0.02,b/,b/,0.73,b/,0.72,0.26,0.63
"Photographic equipment, supplies and services",photographic-equipment-supplies-and-services,Photographic equipment,photographic-equipment,child,5.45,6.21,0.66,19.61,6.03,5.67,8.79,14.15,39.83
"Photographic equipment, supplies and services",photographic-equipment-supplies-and-services,Photographer fees,photographer-fees,child,1.01,5.19,6.75,0.83,7.11,4.68,12.11,9.7,41.06
,,,,,,,,,,,,,
"Other entertainment supplies, equipment, and services",other-entertainment-supplies-equipment-and-services,Fireworks*,fireworks,child,b/,b/,b/,b/,0.79,13.46,9.58,2.05,7.17
"Other entertainment supplies, equipment, and services",other-entertainment-supplies-equipment-and-services,Souvenirs*,souvenirs,child,b/,13.05,b/,b/,0.22,0.57,0.47,0.47,1.12
"Other entertainment supplies, equipment, and services",other-entertainment-supplies-equipment-and-services,Visual goods*,visual-goods,child,b/,b/,0.01,0.09,b/,0.32,1.27,0.29,2.43
"Other entertainment supplies, equipment, and services",other-entertainment-supplies-equipment-and-services,"Pinball, electronic video games*",pinball-electronic-video-games,child,b/,b/,1.1,b/,0.42,0.69,5.53,0.25,3.46
"Other entertainment supplies, equipment, and services",other-entertainment-supplies-equipment-and-services,Live entertainment for catered affairs,live-entertainment-for-catered-affairs,child,2.7,3.79,0.97,3.22,0.77,0.14,0.78,4.21,23.48
"Other entertainment supplies, equipment, and services",other-entertainment-supplies-equipment-and-services,Rental of party supplies for catered affairs,rental-of-party-supplies-for-catered-affairs,child,17.76,2.78,0.36,b/,1.17,2.49,3.19,10.51,37.72
,,,,,,,,,,,,,
Expenditures,expenditures,Personal care products and services,personal-care-products-and-services,,294.57,237.64,293.21,344.27,410.58,482.11,527.75,569.53,"1,047.85"
,,,,,,,,,,,,,
Personal care products and services,personal-care-products-and-services,Personal care products,personal-care-products,,199.65,148.8,186.12,196.98,227.72,292.61,313.16,312.98,545.36
,,,,,,,,,,,,,
Personal care products,personal-care-products,Hair care products*,hair-care-products,child,33.81,37.28,54.03,26.96,44.63,39.01,62.47,69.48,106.31
Personal care products,personal-care-products,Nonelectric articles for the hair*,nonelectric-articles-for-the-hair,child,7.72,2.68,2.33,5.44,5.91,4.25,5.34,9.62,14.73
Personal care products,personal-care-products,Wigs and hairpieces,wigs-and-hairpieces,child,1.01,1.23,3.44,1.88,3.67,4.71,1.99,3.58,3.73
Personal care products,personal-care-products,"Oral hygiene products, articles*",oral-hygiene-products-articles,child,19.81,23.43,18.37,16.91,22.94,28.51,33.89,34.17,54.96
Personal care products,personal-care-products,Shaving needs*,shaving-needs,child,5.17,3.53,3.52,9.39,10.12,9.75,20.06,19.89,30.52
Personal care products,personal-care-products,"Cosmetics, perfume, bath preparations*",cosmetics-perfume-bath-preparations,child,106.11,48.77,69.09,109.81,109.59,171.24,134.01,129.25,259.75
Personal care products,personal-care-products,"Deodorants, feminine hygiene, miscellaneous personal care*",deodorants-feminine-hygiene-miscellaneous-personal-care,child,22.11,31.89,28.74,22.47,26.9,28.1,39.74,40.4,60.5
Personal care products,personal-care-products,Electric personal care appliances*,electric-personal-care-appliances,child,3.91,b/,6.6,4.11,3.96,7.05,15.66,6.58,14.86
,,,,,,,,,,,,,
Personal care products and services,personal-care-products-and-services,Personal care services,personal-care-services,child,94.92,88.84,107.1,147.3,182.86,189.51,214.59,256.55,502.5
,,,,,,,,,,,,,
Expenditures,expenditures,Reading,reading,,36.95,31.74,41.77,75.37,62.43,80.25,78.46,91.63,171.03
,,,,,,,,,,,,,
Reading,reading,"Newspaper, magazine by subscription",newspaper-magazine-by-subscription,child,9.08,10.36,16.06,35.02,27,28.77,29.62,31.5,50.35
Reading,reading,"Newspaper, magazine non-subscription",newspaper-magazine-non-subscription,child,5.45,3.97,3.62,7.48,7.96,11.07,6.89,6.19,10.15
Reading,reading,Newsletters*,newsletters,child,b/,b/,b/,0.7,b/,b/,b/,b/,0.21
Reading,reading,Books thru book clubs,books-thru-book-clubs,child,0.56,0.46,1,1.98,1.08,1.71,1.67,3.86,5.89
Reading,reading,Books not thru book clubs,books-not-thru-book-clubs,child,13.47,8.42,8.08,16.34,12.78,14.49,22.23,20.46,54.69
Reading,reading,Encyclopedia and other sets of reference books,encyclopedia-and-other-sets-of-reference-books,child,0.08,b/,b/,b/,0.06,0.22,0.35,0.35,0.78
Reading,reading,Digital book readers,digital-book-readers,child,8.3,8.54,13.02,13.85,13.56,23.98,17.7,29.27,48.96
,,,,,,,,,,,,,
Expenditures,expenditures,Education,education,,"1,546.95",861.93,798.12,504.39,366.75,530.43,444.3,764.45,"2,393.74"
,,,,,,,,,,,,,
Education,education,College tuition,college-tuition,child,"1,333.84",677.14,680.77,391.76,218.78,354.56,142.93,380.26,"1,462.09"
Education,education,Elementary and high school tuition,elementary-and-high-school-tuition,child,7.03,16.78,12.84,2.24,14.68,24.69,44.7,93.89,392.4
Education,education,Vocational and technical school tuition,vocational-and-technical-school-tuition,child,13.34,34.63,4.03,4.36,9.75,24.27,28.06,8.64,8.78
Education,education,"Finance, late, interest charges for student loans",finance-late-interest-charges-for-student-loans,child,39.53,0.24,4.68,17.49,37.37,30.68,91.58,122.81,179.21
Education,education,"Test preparation, tutoring services",test-preparation-tutoring-services,child,3.64,18.68,4.5,1.33,3.57,1.08,8.46,11.74,51.24
Education,education,Other schools tuition,other-schools-tuition,child,0.86,0.34,0.74,0.78,7.94,7.39,3.05,8.63,21.45
Education,education,Other school expenses including rentals,other-school-expenses-including-rentals,child,40.35,5.3,19.57,19.56,17.88,20.72,35.95,34.77,72.5
Education,education,"School books, supplies, equipment for college",school-books-supplies-equipment-for-college,child,71.51,73.51,41.89,28.1,25.65,26.08,20.39,32.75,76.23
Education,education,"School books, supplies, equipment for elementary, high school",school-books-supplies-equipment-for-elementary-high-school,child,0.91,8.43,6.07,7.39,6.91,9.15,9.1,12.84,30.95
Education,education,"School books, supplies, equipment for vocational and technical schools",school-books-supplies-equipment-for-vocational-and-technical-schools,child,0.13,2.29,0.92,b/,1.7,1.92,0.42,0.5,2.09
Education,education,"School books, supplies, equipment for day care, nursery",school-books-supplies-equipment-for-day-care-nursery,child,0.05,b/,0.06,b/,0.07,0.09,0.28,0.18,2.86
Education,education,"School books, supplies, equipment for other schools",school-books-supplies-equipment-for-other-schools,child,0.03,b/,0.04,1.51,0.25,0.1,0.84,0.54,1.78
Education,education,"School supplies, etc. - unspecified*",school-supplies-etc.---unspecified,child,35.73,24.58,22.02,29.88,22.21,29.71,58.53,56.89,92.16
,,,,,,,,,,,,,
Expenditures,expenditures,Tobacco products and smoking supplies,tobacco-products-and-smoking-supplies,,267.25,286.73,256.68,290.94,336.36,345.21,330.55,356.25,314.61
,,,,,,,,,,,,,
Tobacco products and smoking supplies,tobacco-products-and-smoking-supplies,Cigarettes,cigarettes,child,243.03,251,234.56,273.04,296.34,306.55,298.54,320.97,264.76
Tobacco products and smoking supplies,tobacco-products-and-smoking-supplies,Other tobacco products,other-tobacco-products,child,17.53,23.24,17.45,16.39,32.25,25.9,23.63,21.98,32.03
Tobacco products and smoking supplies,tobacco-products-and-smoking-supplies,Smoking accessories*,smoking-accessories,child,6.68,12.49,4.67,1.51,7.77,5.66,8.37,13.3,17.82
Tobacco products and smoking supplies,tobacco-products-and-smoking-supplies,Marijuana*,marijuana,child,b/,b/,b/,b/,b/,7.11,b/,b/,b/
,,,,,,,,,,,,,
Expenditures,expenditures,Miscellaneous,miscellaneous,,498.37,239.97,202.68,488.98,390.73,577.45,726.13,833.09,"1,247.90"
,,,,,,,,,,,,,
Miscellaneous,miscellaneous,Miscellaneous fees*,miscellaneous-fees,child,b/,b/,b/,b/,1.99,1.09,2.04,1.83,8.41
Miscellaneous,miscellaneous,Lotteries and pari-mutuel losses*,lotteries-and-pari-mutuel-losses,child,106.52,4.89,15.27,23.24,35.55,61.69,29.42,42.19,51.35
Miscellaneous,miscellaneous,Legal fees,legal-fees,child,172.15,26.27,19.19,78.72,41.01,95.18,136.58,108.7,208.41
Miscellaneous,miscellaneous,Funeral expenses,funeral-expenses,child,64.83,91.89,39.61,84.8,76.74,87.6,45.22,57.69,50.3
Miscellaneous,miscellaneous,Safe deposit box rental,safe-deposit-box-rental,child,1.2,1.25,1.94,3.28,2.31,1.49,1.79,2.7,4.73
Miscellaneous,miscellaneous,"Checking accounts, other bank service charges",checking-accounts-other-bank-service-charges,child,19.53,19.07,15.94,21.86,22.75,26.09,27.33,23.8,30.26
Miscellaneous,miscellaneous,"Cemetery lots, vaults, maintenance fees",cemetery-lots-vaults-maintenance-fees,child,5.49,4.87,1.83,25.44,2.12,24.52,1.88,6.97,9.5
Miscellaneous,miscellaneous,Accounting fees,accounting-fees,child,25.77,31.71,11.47,23.77,35.39,44.88,53.2,59.92,115.99
Miscellaneous,miscellaneous,Miscellaneous personal services*,miscellaneous-personal-services,child,30.22,2.07,20.95,15.31,68.11,20.55,35.05,35.25,94.13
Miscellaneous,miscellaneous,Dating services,dating-services,child,0.92,0.26,0.07,0.31,0.11,0.16,1.55,1.48,0.58
Miscellaneous,miscellaneous,"Finance, late, interest charges for credit cards",finance-late-interest-charges-for-credit-cards,child,40.88,27.79,48.91,189.76,45.9,126.05,285.39,339.46,388.84
